protein_id,dG_H2O,m,Cm,survival_floor
prot_000032,1.9099042976578233,1.439303247359085,1.326964488659512,5.7018288345661525e-05
prot_000033,2.4455164724184266,1.4522036433138898,1.6840038128797306,6.860349451406412e-05
prot_000034,3.634669735309695,1.16841479633897,3.1107700336372988,9.285023911768138e-05
prot_000035,0.27365630901142834,1.6756626736836404,0.16331229030115268,8.173148956517183e-05
prot_000036,-0.4409419359743403,1.3752357752502344,-0.32063006497493685,1.5797959977406566e-05
prot_000037,3.708459114711205,1.529112302612349,2.4252365953603543,7.416552557082691e-05
prot_000038,0.7229121886106094,1.10206348044572,0.6559623845971503,3.267419772302565e-05
prot_000039,6.037767936190124,1.3509482121422383,4.469281562330105,3.294115268873943e-05
prot_000040,3.245823026467969,1.7435637193623397,1.8616027567120055,5.92514420547246e-05
prot_000041,7.992138352694049,1.6997951826046058,4.701824334181045,7.2667076610752e-05
prot_000042,6.403181224026989,1.1936474460285016,5.364382293391256,2.4330504025755766e-05
prot_000043,1.7483996965844928,1.2552824393096245,1.3928337096359533,3.830603328675439e-05
prot_000044,7.987117616742413,1.1488194967910068,6.9524565339052815,7.445089038250508e-05
prot_000045,7.657172289961622,1.2277578908136737,6.236711934212838,2.3680179388894503e-05
prot_000046,2.6497405483620935,1.0582945829596553,2.503783531568079,8.647376287147078e-05
prot_000047,1.4599372471629293,1.3618404570544715,1.072032512766313,5.104385147461835e-05
prot_000048,6.189946047699706,1.5889921006290242,3.8955171930995327,6.273912251876625e-05
prot_000049,-0.3229701966882823,1.1965730311981408,-0.26991264909663637,1.723585585379448e-05
prot_000050,0.39889842970129985,1.37485872459258,0.29013775929560165,9.590511198711825e-05
prot_000051,-1.9116527629879339,1.3396020002346494,-1.4270303886177254,9.167790294741902e-05
prot_000052,7.443092530025661,1.7289183520463238,4.305057275386151,2.710708445080573e-05
prot_000053,5.978210279104386,1.2388132554085833,4.825755821552509,6.967920488760075e-05
prot_000054,6.461984543516021,1.247858665943006,5.178458682764929,8.138054968590906e-05
prot_000055,7.368748372263615,1.1820710308531528,6.233761068440417,2.0977066165242616e-05
prot_000056,3.5069893064600794,1.1151292668708384,3.1449172850615192,6.197082034683379e-05
prot_000057,4.824894351434725,1.5562969273715868,3.1002402347368494,8.654085371245588e-05
prot_000058,-0.32243602246811065,1.3626755419095742,-0.23661980607376837,5.5604268769664346e-05
prot_000059,-0.6256391175683187,1.415431184332046,-0.4420130943091826,9.314068059323295e-05
prot_000060,6.02083554148566,1.8065166131105668,3.332842608692444,1.430217072285514e-05
prot_000061,3.6531544737175903,1.8273893832469164,1.9991111403014958,9.272896146763063e-05
prot_000062,4.782833277774266,1.0072515410583573,4.74840005977927,9.794962429548595e-05
prot_000063,7.179986288992307,1.5936694241338623,4.505317213382902,2.403478908758047e-05
prot_000064,5.61661984000709,1.4646284927792785,3.834842670136093,4.878551769481811e-05
prot_000065,4.64295280789595,1.2765409496185445,3.6371358155673392,6.586884303952003e-05
prot_000066,4.710485928944962,1.4948247472131961,3.1511961102642485,9.039144594598761e-05
prot_000067,1.6474011767513463,0.9912342348989138,1.661969611975063,2.4357355560076435e-05
prot_000068,-1.6301859851847271,1.875735229901436,-0.8690917349088699,4.006251622637277e-05
prot_000069,3.2406086707883484,1.551870621787058,2.088195127411216,8.181368305309177e-05
prot_000070,0.5750160738343504,1.1775460891306795,0.48831725496099654,4.690041064407241e-05
prot_000071,2.902343724695634,1.2453170949884556,2.3306061856659404,6.444491272969965e-05
prot_000072,8.240836879217994,0.9958515701186802,8.2751658243968,6.040049708949954e-05
prot_000073,0.807273830384089,1.3147950351221407,0.6139921499696684,9.758545261089364e-05
prot_000074,-1.3003670997312078,1.2711548794712655,-1.0229808505098081,2.2737810152513576e-05
prot_000075,1.3766067042639585,1.0740646171236765,1.2816795957309195,9.535965058788541e-05
prot_000076,1.5231250932002034,1.635277775781281,0.9314167389528089,6.0773564411909254e-05
prot_000077,5.942998176722741,1.8072957631527549,3.2883373589917673,9.137370322497935e-05
prot_000078,4.6843858280953405,1.392359985306425,3.3643496491781324,2.061479231641351e-05
prot_000079,7.406778509276962,1.316982138033106,5.624053884541578,6.773527124918989e-05
prot_000080,5.97176248392865,1.5272506483175066,3.910139105527592,8.560990327100893e-05
prot_000081,2.8766423372808463,1.394511875663881,2.0628310073812544,8.081933512722403e-05
prot_000082,7.7682446159924154,1.1275378857417604,6.889564168286912,1.089444902808212e-05
prot_000083,0.0036750388924469135,1.2286753518032112,0.0029910577167950874,5.069849195909807e-05
prot_000084,-1.7274551223936743,1.319410485926954,-1.309262841866872,2.038120519316968e-05
prot_000085,-0.919425670692299,1.47124584508435,-0.6249300032107048,2.3754259699996368e-05
prot_000086,6.6683122071574035,1.402616723405861,4.754194140053655,7.35658938982766e-05
prot_000087,3.5425267630166486,1.460160137053158,2.4261220897086306,9.609215765781611e-05
prot_000088,-0.0647386515967785,1.03200822807082,-0.06273075139894708,6.706876970648814e-05
prot_000089,4.0125373012403625,1.5992196402702485,2.5090595439174903,1.921393547241035e-05
prot_000090,-0.17225476744197898,1.4009567743081763,-0.12295509083571991,3.195969326696422e-05
prot_000091,6.355844500932832,2.332671197115283,2.7247065547827054,4.409869576815232e-05
prot_000092,3.3538753068883684,1.2955630166812295,2.5887396164486085,2.1282179605862013e-05
prot_000093,2.5722547131577898,1.493562096494174,1.7222281679453582,8.631712921375556e-05
prot_000094,1.6181450697745183,2.465306323797504,0.6563667379402829,2.7505466489869555e-05
prot_000095,5.5633911174266615,1.455414242018824,3.822548218100167,2.1659596951037054e-05
prot_000096,2.341751326640685,1.3811909424409643,1.695458067877373,7.531162049379835e-05
prot_000097,-0.948200968206788,1.1492250638059736,-0.8250785664790157,2.1414911613901414e-05
prot_000098,-0.5839291745538162,1.9005161554890764,-0.30724767735718017,4.6928750243366234e-05
prot_000099,9.542771974594174,1.1103240608034697,8.594582709203552,5.6395747427605306e-05
prot_000100,8.902968288491284,1.5248505724668067,5.8385840876779325,1.7220636432540757e-05
prot_000101,6.396485605728994,1.273490011879542,5.022799979631117,6.002093836616758e-05
prot_000102,1.190439537514235,1.3479770459331206,0.8831304220689957,5.3214760229498056e-05
prot_000103,9.630116528172687,1.0530448058372048,9.145020681732941,7.015746508542597e-05
prot_000104,7.345010847589535,1.831431096110971,4.0105308155936665,2.972313369763005e-05
prot_000105,6.602682269907947,1.324338084087336,4.98564705587106,4.2096622965698244e-05
prot_000106,3.392338025725464,1.0979604307202915,3.089672387829131,6.936898051539806e-05
prot_000107,1.2668987421419082,1.7986031862783947,0.7043792381816746,1.3203696001695747e-05
prot_000108,-0.8433084541580085,1.2657247385982182,-0.6662652853668382,2.0421544851431157e-05
prot_000109,8.8312287585261,1.496896096132259,5.899693894148423,3.551966481835754e-05
prot_000110,3.469315478003333,1.6565804586397705,2.094263191328486,1.957207365164692e-05
prot_000111,0.4283603775427638,1.5392250919455048,0.27829612431885276,1.3556122210477744e-05
prot_000112,1.67147948980783,0.9022579055316708,1.8525517809931322,9.88644180382916e-05
prot_000113,4.950634827302752,1.6088885143322296,3.0770527498964193,5.10183983963993e-05
prot_000114,0.12127339527078052,1.372109702349881,0.08838462045934606,5.8031560458966e-05
prot_000115,8.279371409108506,1.3108378294710112,6.316091298989782,3.294144067438464e-05
prot_000116,7.102234358022521,1.3697897307088511,5.184908456239625,1.0691851772843148e-05
prot_000117,6.633555471411242,1.0145708120849548,6.538287315578504,7.75651766867365e-05
prot_000118,3.1851164773012446,1.454855262242774,2.189301272754196,7.513776840054527e-05
prot_000119,5.527706088429318,1.0656596124772846,5.187121688490513,9.752866686004569e-05
prot_000120,5.0091756269528265,1.32220962405453,3.7884882516527805,1.1899187416432985e-05
prot_000121,5.79815921865784,1.4444449396051948,4.014108852250631,2.23318660951584e-05
prot_000122,-0.9866681463213309,1.7354724021232024,-0.5685300124128893,7.409269438878509e-05
prot_000123,2.9896888260473156,1.188330765883855,2.515872610454253,3.970662736083e-05
prot_000124,-1.5006299136572903,1.8715925715978203,-0.8017930485672793,1.5739581835939735e-05
prot_000125,3.927889830934227,1.6918843153841838,2.321606622402137,3.7086232256530886e-05
prot_000126,1.9583345479934238,1.284783585387953,1.5242524657583365,1.789452329448723e-05
prot_000127,-0.2657097336074372,1.1215620300439924,-0.23691042179540883,8.538451800500257e-05
prot_000128,-0.7591643873293803,1.048865391265559,-0.7237958213240061,8.892398398641397e-05
prot_000129,5.051734866132545,1.4781968596549326,3.417498036974461,6.73200929788367e-05
prot_000130,0.04711562244263323,1.2080595645665846,0.039001075629525685,4.4703753043363474e-05
prot_000131,9.101441420521567,1.779519880168006,5.114548885883923,7.919103211626364e-05
prot_000132,4.97273367640474,1.2220960650811057,4.069020282848811,6.684312370052255e-05
prot_000133,2.162437654418045,1.169221380602763,1.849468107830233,8.127837812747673e-05
prot_000134,5.090985897777001,1.4669677376642045,3.4704143568168577,5.5981661920287046e-05
prot_000135,-1.72635354764363,1.22050275142318,-1.4144610043939658,9.625104140416154e-05
prot_000136,9.502710558897345,1.402396046177302,6.776053444246474,3.6103032503964584e-05
prot_000137,3.787641243314803,1.705179020582821,2.2212572390318335,6.437664347052042e-05
prot_000138,7.392822727003434,1.433212033923345,5.158219825133591,8.272473402796801e-05
prot_000139,-1.0072400009307372,1.4342830802991355,-0.7022602544545573,9.04485536994718e-05
prot_000140,3.839899970057924,1.4586357461073967,2.632528361042373,9.520734609013219e-05
prot_000141,3.888483932254251,0.9978547429243144,3.896843663696637,4.555098753810692e-05
prot_000142,9.253917459699794,1.51412813765254,6.111713552887801,7.294084562536906e-05
prot_000143,4.860736628512905,1.4455047260585976,3.3626570296774396,3.6117740978236315e-05
prot_000144,3.6818728126834457,1.6737250345222416,2.1998074574623434,6.844413768530247e-05
prot_000145,1.203707957102723,1.580331123391633,0.7616808523769253,2.6580367462512787e-05
prot_000146,1.9788279681106262,1.3445810940448504,1.4717059289877383,4.793060663040499e-05
prot_000147,4.248068829658454,1.7210779590969558,2.468260549851793,9.282133681137249e-05
prot_000148,3.2669375236605602,1.3204150210902148,2.4741747643579353,8.298156854348746e-05
prot_000149,-1.7406550414360349,1.4709429495738082,-1.1833599949885025,5.4685553397757316e-05
prot_000150,7.915503090332294,1.315533583863871,6.016952503092749,2.3216079344392228e-05
prot_000151,8.7539292620772,1.535450460512933,5.701212437132527,4.58714440327718e-05
prot_000152,-0.31701093201667074,1.2984539403898518,-0.24414491893450638,2.248110807300108e-05
prot_000153,4.648433722468592,1.9464020357843277,2.3882186912096226,1.6167487433707942e-05
prot_000154,-0.6970911063746774,2.095819788653027,-0.33261023211480145,9.158602451006802e-05
prot_000155,6.06688111647774,1.6673905966642522,3.6385482373566336,5.4228832483511166e-05
prot_000156,1.3748054060680999,1.905475467173633,0.7215025487089219,1.804498415668305e-05
prot_000157,5.913071616302821,1.029043099124385,5.7461846071697735,7.45001732255337e-05
prot_000158,6.723935371442591,1.053582949222684,6.381970566630183,1.6676335100707573e-05
prot_000159,7.223769903011885,1.3127971938946088,5.502578720161256,4.565488754292956e-05
prot_000160,-0.7071086485292413,1.411592401171574,-0.5009297641035507,3.0726148853128286e-05
prot_000161,8.992142141651295,1.3455875435218814,6.6826883058947315,2.4816725487839465e-05
prot_000162,0.7625678907385698,1.0080776361714248,0.7564575022561995,5.801942872045055e-05
prot_000163,-1.5510493258858427,1.7626010332408633,-0.8799775426398995,7.477206519340686e-05
prot_000164,4.6582296326978,2.1539683462513843,2.1626267817745126,5.3847076130000946e-05
prot_000165,2.451067406349265,1.8088110888355682,1.3550709753372603,8.38722209403175e-05
prot_000166,7.9574769175889575,1.739463774887262,4.574672397592584,9.256482329847589e-05
prot_000167,7.699017664771622,1.4647669592777206,5.2561382655490965,8.26462994080045e-05
prot_000168,1.8056667138725842,1.1827861062972729,1.526621511919215,9.608424896291625e-05
prot_000169,9.43479274083694,1.4204558584158224,6.642087950102995,9.3613237433729e-05
prot_000170,1.4910140576814235,2.133128846690561,0.698979838932212,8.492651549211005e-05
prot_000171,4.1806855507805745,1.3048324139769008,3.204001913194796,3.633693405428554e-05
prot_000172,1.071581086811233,1.2782357246839955,0.8383282254735515,2.5689885826031963e-05
prot_000173,9.23252284058756,1.7470575423934032,5.284612908593354,7.543102325858618e-05
prot_000174,-0.024706189015782254,1.7704069701061906,-0.013955090232332486,8.60976130845321e-05
prot_000175,-1.4610725672920521,1.181626495587066,-1.236492726549898,8.408111667719476e-05
prot_000176,3.2211647200364553,1.3286658440245958,2.4243602968519045,6.792601966372632e-05
prot_000177,9.908506768670044,1.2662897113118774,7.824833985585196,8.468813482765991e-05
prot_000178,8.700127195058968,1.4196496451931815,6.128362180427328,7.364495749737612e-05
prot_000179,6.98329623348339,1.7457941821179244,4.000068453093106,6.988292751726254e-05
prot_000180,8.689509890542299,1.1920407238885409,7.2896082460978,1.4191884789180572e-05
prot_000181,8.721359676374359,1.740905184731841,5.009669540226998,5.144270751477676e-05
prot_000182,4.226300324637389,1.4287536437151835,2.95803292836948,1.3046150223057525e-05
prot_000183,1.791148621969516,2.229351339218139,0.8034393639352035,1.83133043154784e-05
prot_000184,7.264149185331856,1.49218041118371,4.868144046717102,5.869041878197938e-05
prot_000185,5.939935158013133,1.373124119193628,4.325854505783047,1.4273113050480393e-05
prot_000186,2.483892746484521,1.5705332039371425,1.58156016075158,9.218983444441075e-05
prot_000187,-0.8663999832618168,1.3087114000888587,-0.662025243459322,5.053068614498303e-05
prot_000188,6.961475336188312,0.9776706854946421,7.120470562811472,7.299699847430942e-05
prot_000189,1.1495261910743761,1.3342482194913634,0.8615534757937273,2.3301566421673853e-05
prot_000190,9.241757806405351,1.3300459823178872,6.948449850056784,8.628357250944658e-05
prot_000191,0.891646900068217,1.0181718797663235,0.875733181977934,5.302602246994538e-05
prot_000192,-0.5269048110621677,1.3796987781802517,-0.381898440003786,6.028983276515767e-05
prot_000193,7.973352065498874,0.9259363267579169,8.611123502862073,6.836357618777831e-05
prot_000194,-0.16058820050607148,1.3059553861510933,-0.12296606929227223,5.859084275891935e-05
prot_000195,0.15121969789286904,1.4698956840335433,0.10287784332960745,6.0686841002936076e-05
prot_000196,5.1925934982501225,1.427424072581763,3.6377370943859364,7.700709960603652e-05
prot_000197,8.494744490049573,1.289504894570354,6.587601587103638,8.258242337174721e-05
prot_000198,0.3572159885748789,1.3762551570617965,0.25955651228040355,3.7554945707668385e-05
prot_000199,1.7238840748011373,1.196809599436743,1.4403996054280084,9.298443655441975e-05
prot_000200,7.328858058894131,1.4030319037204446,5.223586177520317,4.18507011186178e-05
prot_000201,9.661917112731608,1.4163590336075993,6.821658127262972,3.4509304557805696e-05
prot_000202,4.008894234428108,1.1693198336907211,3.428398389322488,3.802873799137221e-05
prot_000203,-0.27322996938499067,1.4769986310783219,-0.18498999500460736,4.22663641649046e-05
prot_000204,-1.8327645475015815,1.475154555418993,-1.242422050468478,3.852375452286388e-05
prot_000205,0.7558723599862631,1.3542262444276625,0.5581581091760025,8.59375159196316e-05
prot_000206,-0.4181333865617476,2.2720480374485206,-0.1840336910443609,6.05037412466184e-05
prot_000207,6.131904083354289,1.361152489013986,4.504935437319165,9.70880843743619e-05
prot_000208,-0.5380099444576265,1.323957540042942,-0.4063649536979686,1.7556001783815397e-05
prot_000209,4.075959179447596,1.28658782211189,3.168038053365877,6.525821566447447e-05
prot_000210,6.331149227714638,1.1529044787360083,5.491477693499656,1.864218675997077e-05
prot_000211,4.973399310650828,1.605847586695564,3.0970556308428066,5.1296507621247545e-05
prot_000212,0.3973078199206914,1.2204539052296015,0.3255410288075949,4.444615202800489e-05
prot_000213,7.6494943141871525,1.2496738624380015,6.121192531996849,7.126974236007707e-05
prot_000214,6.58488555538962,1.257120671639317,5.23806958547803,7.709003319530764e-05
prot_000215,6.867808046986501,1.1496798743027978,5.973669888890902,3.142842868591281e-05
prot_000216,-0.427306981312241,0.9863495935297144,-0.43322061885086394,2.7434333482471335e-05
prot_000217,-0.5149543561958647,1.2761966190153757,-0.4035070682080067,4.775593892745231e-05
prot_000218,9.130750612078092,1.6671895409982538,5.476732181639601,3.177885704525867e-05
prot_000219,2.7709383258992877,1.4562551833598274,1.902783493965847,7.089616064090927e-05
prot_000220,1.611384301371277,1.9128366371596575,0.8424056033159201,5.6592788478659035e-05
prot_000221,3.8630085442184,1.6268790685792656,2.3744902856190286,8.442793161382582e-05
prot_000222,5.954370553162989,1.5546729448834318,3.829982745090765,9.83144838050807e-05
prot_000223,9.467479084563639,2.040106558706019,4.640678715610124,4.40297078068428e-05
prot_000224,1.4373547225846601,1.3730617738057105,1.0468245129283216,9.207970457282315e-05
prot_000225,9.097701151744324,1.4177730576373127,6.416895216576792,7.994550134389025e-05
prot_000226,-1.7016861033649242,1.3967936392470663,-1.2182802495307814,2.342110703548528e-05
prot_000227,4.662376507921897,1.9064246614557683,2.4456127756769845,8.523354764728046e-05
prot_000228,5.607701340173021,1.400704465789128,4.003486443525942,5.333565810724623e-05
prot_000229,-0.7292311549909605,1.2297572126432237,-0.5929879064694086,7.382447840801733e-05
prot_000230,-0.3159248352330484,1.5746095617017999,-0.20063693433412436,7.323504438877292e-05
prot_000231,3.029371831795646,1.1891280107081639,2.547557373567845,8.973690435889495e-05
prot_000232,9.59478294571818,1.5576317193955096,6.159853337759295,7.850482331049016e-05
prot_000233,5.152510638812474,1.5208059482520349,3.3880132075591916,8.421613643061028e-05
prot_000234,9.196278659202534,1.34795914350726,6.822371956522883,3.888207452234859e-05
prot_000235,7.652330987355649,1.5677391521443944,4.881125139273706,9.758237733657971e-05
prot_000236,3.608579218663498,1.03968132773557,3.4708512333514707,6.954329458241056e-05
prot_000237,7.41716139102625,1.446381124936459,5.128082262102316,7.963224800307996e-05
prot_000238,-1.7859585922761472,1.2762411545858303,-1.3993895948730253,8.729931569614374e-05
prot_000239,-0.6902720388111807,2.4816532026943054,-0.2781500807855664,2.114048974698092e-05
prot_000240,7.953143378592836,1.444318018367667,5.506504299919547,4.0276978704046075e-05
prot_000241,7.561805059901941,1.2425849248894556,6.085543859768509,8.523423743379211e-05
prot_000242,0.7916889035972043,1.0626989904504467,0.7449794445194973,9.297837920190343e-05
prot_000243,4.369235087188642,1.8176663916614482,2.403760727068798,7.804840798475852e-05
prot_000244,5.2721898484001315,1.3053428058013836,4.0389312485339035,5.3407803839559246e-05
prot_000245,8.412867445312134,1.1950664890477085,7.039664757076359,3.260100372455533e-05
prot_000246,5.237285888064708,1.4974027082129322,3.497580082725455,5.725247409341292e-05
prot_000247,2.950858831284164,1.5942700823980829,1.8509152645237599,4.575702022764288e-05
prot_000248,2.4902085208861924,1.5892509796596732,1.5669070227154762,8.970677166630904e-05
prot_000249,3.1105850364821186,1.4055410550699712,2.2130872842609826,6.105385082271438e-05
prot_000250,5.82317230695969,1.4452903909923225,4.029067337091722,4.52859716670257e-05
prot_000251,8.409887581027899,1.4665015285659873,5.734659949009036,5.4863192845500514e-05
prot_000252,3.446762584915597,1.4974317735666844,2.301782722765301,9.40210789350954e-05
prot_000253,0.9740747554162974,1.5241688968087475,0.6390858371770882,6.519326306782422e-05
prot_000254,0.8399483559709737,1.7425730527591852,0.4820161511398342,3.060814601040696e-05
prot_000255,6.952171362921357,1.4158856112974536,4.910122193099131,5.5006982113570504e-05
prot_000256,7.798825161086924,1.1889987702732194,6.559153260768164,5.190924132948236e-05
prot_000257,-0.7366630417505005,1.3601757182541512,-0.541594024848526,3.793638475959205e-05
prot_000258,-1.201293716537862,1.6277983566673986,-0.7379868099862675,7.626695605935337e-05
prot_000259,5.1332039650774215,0.9793821600566864,5.24126758116598,3.414582545057135e-05
prot_000260,-0.24592106968762062,0.9805141495922473,-0.2508082823586874,5.4329409546598526e-05
prot_000261,7.895970285476096,1.6822420561203273,4.693718277193822,4.969420326415608e-05
prot_000262,1.7240160870888932,1.8974232850638326,0.9086091125053808,5.201764005212042e-05
prot_000263,-0.27353680434628824,1.0870115456081688,-0.2516411214319237,6.100980017263961e-05
prot_000264,9.051645669849403,1.4284130757043472,6.336854390237262,7.149675394518381e-05
prot_000265,-0.013619327176662033,1.292480466126403,-0.01053735629558836,2.2869985841718126e-05
prot_000266,1.4166409880552266,1.328839778031945,1.0660735865036477,3.5949259153344716e-05
prot_000267,-0.1566392576952964,1.4882165226707094,-0.10525300271105459,7.955530905066075e-05
prot_000268,-0.6141192360157404,1.0810125960604988,-0.5680962814436726,9.169708171479575e-05
prot_000269,-1.7462238039627196,1.1219056767766993,-1.5564800500695593,1.401912874337704e-05
prot_000270,-1.3352550900288787,1.3181404614149375,-1.0129839187210516,1.6602901759094792e-05
prot_000271,0.09569765123023233,1.359880892736356,0.07037208312977268,9.404467127769548e-05
prot_000272,-1.3594168084738953,1.1177091797915686,-1.2162527006599342,2.3314680512779222e-05
prot_000273,5.093725793331655,1.6395171398758877,3.106845100574705,9.813602174833974e-05
prot_000274,6.168574321594077,1.2878318166215053,4.789891228015083,8.453999186145396e-05
prot_000275,2.723565481984339,1.2867359177012048,2.1166468150279636,2.086339838028902e-05
prot_000276,1.815893163424593,1.4814243071145232,1.2257751912830017,1.9227254790075794e-05
prot_000277,4.054314844266761,1.3643669953522037,2.9715720609469614,9.795672368783868e-05
prot_000278,8.500059306815302,1.6552757300342402,5.135131961754477,3.2934051971404157e-05
prot_000279,8.213579521866471,1.1615876452563736,7.0709942167589555,5.848004814900565e-05
prot_000280,-1.4782992558464967,1.0586504294824397,-1.3963998074125543,3.126121328529974e-05
prot_000281,0.17798091515828895,1.315891948937255,0.13525496170261586,6.406070618176425e-05
prot_000282,0.8409384532527522,1.4169681327363761,0.5934773223366534,8.560256895199181e-05
prot_000283,0.9926509099865419,1.0923387586968207,0.9087390720904125,6.912182677579995e-05
prot_000284,4.854791820913272,1.0606919989068895,4.577004282031394,1.4195499305017696e-05
prot_000285,2.9951491084383073,1.451985301022772,2.0627957502934344,6.35670409270375e-05
prot_000286,-1.4089505608688722,1.2031175221973645,-1.1710830695039467,6.949149711399698e-05
prot_000287,2.483369661514859,1.0470428873923627,2.371793640372876,2.8080820115303222e-05
prot_000288,4.285035384611646,1.6981518202036971,2.5233523490836327,7.859061106667147e-05
prot_000289,-0.7799371651554083,1.2338178461113296,-0.6321331528908953,6.642040326663054e-05
prot_000290,8.001502645462717,1.761973622846518,4.541215907952165,1.0859245933064885e-05
prot_000291,-1.376457602418749,1.4079945610575098,-0.9776015053530646,9.55499565718003e-05
prot_000292,9.098102428216745,1.4850137166781008,6.1266117114182155,5.0102163132344034e-05
prot_000293,-0.810642301041494,1.3420150960447632,-0.6040485710113465,3.091410622145249e-05
prot_000294,8.122899419173033,0.8231966102129212,9.867508342960779,1.7757796772516064e-05
prot_000295,8.831837727131404,1.1152905326958111,7.918867297997799,4.369860456411895e-05
prot_000296,9.754848167039112,1.3652401465175368,7.145151856193096,3.769921999464148e-05
prot_000297,7.624310563283123,1.5059411688104267,5.062820992738859,3.681578273453027e-05
prot_000298,7.3537304892559465,0.9787661140971722,7.513266329248773,8.138810271925767e-05
prot_000299,5.709799311946572,1.385071683097577,4.122385419920769,6.813290399512347e-05
prot_000300,7.347956254937548,1.1185345814567356,6.5692705230158,2.197477098379034e-05
prot_000301,-0.38537349904223506,1.467259345213278,-0.26264852243024417,7.372666933256407e-05
prot_000302,4.432816431371648,1.3945783053199565,3.178607048784279,7.51133804871929e-05
prot_000303,4.170674442284973,1.6244552959672964,2.5674294962986393,5.6284176723477064e-05
prot_000304,8.29086572947069,1.7329702133224427,4.784194018877843,9.961903138185536e-05
prot_000305,3.5535923871221904,1.5346006993397705,2.3156462711447015,3.551313458152939e-05
prot_000306,2.6210739532042417,1.6628798595820176,1.576225689487319,1.5261007445234562e-05
prot_000307,5.674759254845322,1.3052619406485855,4.347601870644853,1.259255891343306e-05
prot_000308,1.1975598100101528,2.4622996217489623,0.4863582804596016,3.8849325212069284e-05
prot_000309,-0.3227790685525176,1.0971417810853854,-0.29419996040365654,5.481261748752871e-05
prot_000310,3.7345272882849496,1.259759816590713,2.9644756398022745,1.704079531826937e-05
prot_000311,3.00267242313862,1.6765597955285003,1.7909724610759203,6.092187482582868e-05
prot_000312,0.7908392863464844,1.627453458222564,0.48593665296592,9.107835087216682e-05
prot_000313,2.410141721381536,1.5433417615300058,1.5616383755417986,8.171765332650955e-05
prot_000314,2.396709397914969,1.6024536217685852,1.4956497744189219,7.052217075329422e-05
prot_000315,1.9299467729505455,0.9228955686237915,2.091186520516567,6.955585250896389e-05
prot_000316,2.5535689567231477,1.9238569045224017,1.3273175103202763,7.572705092495391e-05
prot_000317,6.228920145471345,1.344058872181249,4.634410199132529,5.4478574585374454e-05
prot_000318,1.5625176948554236,1.7961600364686687,0.8699212002998371,4.6161983627905174e-05
prot_000319,9.386295120584085,0.9321765236506733,10.069224961624903,3.7598995280284087e-05
prot_000320,8.996176234458135,1.4737142832880599,6.10442358907347,1.8965652831791974e-05
